,text,tokens,actual,predicted
645,modernim vremenima ),modernim vremenima mod ode der ern rni nim im  m v  vr vre rem eme men eni nim ima ma  ,sh,hr
646,70552-7 . PMID,PMID P M I D   P  PM PMI MID ,hi,fa
647,"Mumbai , Madurai",Mumbai M u m b a i Madurai M a d u r a i Mum umb mba bai ai  i     M  Ma Mad adu dur ura rai ,en,ro
648,. '',,tr,en
649,", Burgenlandska a",Burgenlandska B u r g e n l a n d s k a a a  Bu Bur urg rge gen enl nla lan and nds dsk ska ka  a a ,cs,sv
650,( Caceres ),Caceres  Ca Cac ace cer ere res es  ,eu,es
651,", paideia ,",paideia  pa pai aid ide dei eia ia  ,et,nn
652,presented at OOPSLA,presented at OOPSLA pre res ese sen ent nte ted ed  d a  at at  t O  OO OOP OPS PSL SLA ,ur,hi
653,Scarum · Frankie,Scarum · Frankie Sca car aru rum um  m ·  ·  · F  Fr Fra ran ank nki kie ,fr,la
654,"Sanger , de",Sanger de San ang nge ger er  r     d  de ,es,no
655,se u Armeniji,se u Armeniji se  e u  u  u A  Ar Arm rme men eni nij iji ,sh,hr
656,star strays into,star strays into sta tar ar  r s  st str tra ray ays ys  s i  in int nto ,tr,it
657,") , Политическо",Политическо П о л и т и ч е с к о   П  По Пол оли лит ити тич иче чес еск ско ,bg,ru
658,Contributions from the,Contributions from the Con ont ntr tri rib ibu but uti tio ion ons ns  s f  fr fro rom om  m t  th the ,et,en
659,. La famosa,La L a famosa f a m o s a  La La  a f  fa fam amo mos osa ,es,ca
660,[ 29 ],,fi,en
661,horas de artes,horas de artes hor ora ras as  s d  de de  e a  ar art rte tes ,es,gl
662,First Coast ·,First F i r s t Coast C o a s t · · Fir irs rst st  t C  Co Coa oas ast st  t · ,ar,en
663,"Amuchástegui , Irene",Amuchástegui A m u c h á s t e g u i Irene I r e n e Amu muc uch chá hás ást ste teg egu gui ui  i     I  Ir Ire ren ene ,es,cs
664,Karat . En,Karat K a r a t En E n Kar ara rat at  t     E  En ,da,eu
665,) . Re-istablishment of a breeding population of the White-Tailed,Reistablishment of a breeding population of the WhiteTailed   R  Re Rei eis ist sta tab abl bli lis ish shm hme men ent nt  t o  of of  f a  a  a b  br bre ree eed edi din ing ng  g p  po pop opu pul ula lat ati tio ion on  n o  of of  f t  th the he  e W  Wh Whi hit ite teT eTa Tai ail ile led ,uk,en
666,] Cakomo Puççininin,Cakomo Puççininin  Ca Cak ako kom omo mo  o P  Pu Puç uçç ççi çin ini nin ini nin ,az,tr
667,strijelaca . Ovo,strijelaca Ovo str tri rij ije jel ela lac aca ca  a     O  Ov Ovo ,sh,hr
668,500248237 · NLA : ( EN ) 35372791 · BAV,· · NLA N L A EN E N · · BAV B A V  ·  · N  NL NLA LA  A         E  EN EN  N         ·  ·  · B  BA BAV ,it,ca
669,ne odnosi na,ne odnosi na ne  e o  od odn dno nos osi si  i n  na ,sh,hr
670,( 138 l,l l   l ,sl,fr
671,5 milliarder år,milliarder m i l l i a r d e r år å r  mi mil ill lli lia iar ard rde der er  r å  år ,no,da
672,", Dunaj ,",Dunaj D u n a j  Du Dun una naj aj  ,sl,eo
673,"/w/ , а",w w а а w     а ,uk,ru
674,"10 , GTAV",GTAV G T A V   G  GT GTA TAV ,hi,da
675,'konkret musikk ',konkret musikk kon onk nkr kre ret et  t m  mu mus usi sik ikk kk  ,nn,no
676,") , v",v v   v ,sk,de
677,") a Panini , grammatico Indico , circa 500 a.C.n",a Panini grammatico Indico circa aCn  a  a P  Pa Pan ani nin ini ni  i     g  gr gra ram amm mma mat ati tic ico co  o I  In Ind ndi dic ico co  o     c  ci cir irc rca ca  a     a  aC aCn ,la,it
678,Office `` should,Office should Off ffi fic ice ce  e     s  sh sho hou oul uld ,pt,en
679,"Leopoldo Federico ( bandoneón ) , Ubaldo de Lío (",Leopoldo Federico bandoneón Ubaldo de Lío Leo eop opo pol old ldo do  o F  Fe Fed ede der eri ric ico co  o     b  ba ban and ndo don one neó eón ón  n         U  Ub Uba bal ald ldo do  o d  de de  e L  Lí Lío ío  ,es,gl
680,، محمد ،,، ، محمد م ح م د ، ، ، م  مح محم حمد مد  د ، ,fa,ar
681,. `` A,A A   A ,sh,en
682,", sulfato sódico",sulfato sódico  su sul ulf lfa fat ato to  o s  só sód ódi dic ico ,es,pt
683,на 2—3 градуса,на н а — — градуса г р а д у с а на  а —  —  — г  гр гра рад аду дус уса ,ru,sr
684,. But no,But no  Bu But ut  t n  no ,eo,en
685,• 7 Айзея,• • Айзея А й з е я •     А  Ай Айз йзе зея ,ru,be
686,"0,27 . Gruppen",Gruppen G r u p p e n   G  Gr Gru rup upp ppe pen ,no,sv
687,1748 1754 1765,,eo,en
688,ein rock and,ein rock and ein in  n r  ro roc ock ck  k a  an and ,nn,en
689,62 · 64 · 66 · 68 · 69 ·,· · · · ·  ·  ·     ·  ·  ·     ·  ·  ·     ·  ·  ·     · ,nn,no
690,"Mora Maura ,",Mora Maura Mor ora ra  a M  Ma Mau aur ura ra  ,es,sh
691,' Olimpíada Popular,Olimpíada Popular  Ol Oli lim imp mpí pía íad ada da  a P  Po Pop opu pul ula lar ,ca,pt
692, இல,இல இ ல  இல ,th,en
693,", bisan kon",bisan kon  bi bis isa san an  n k  ko kon ,war,de
694,Hama .,Hama H a m a Ham ama ma  ,da,sh
695,1988 es construí,es construí  es es  s c  co con ons nst str tru ruí ,ca,gl
696,[ 75 ],,ar,en
697,", Barry O'Meara",Barry B a r r y OMeara O M e a r a  Ba Bar arr rry ry  y O  OM OMe Mea ear ara ,no,en
698,• 2008 :,• • •   ,sl,pl
699,Wie viele Muslime,Wie W i e viele v i e l e Muslime M u s l i m e Wie ie  e v  vi vie iel ele le  e M  Mu Mus usl sli lim ime ,cs,de
700,Myanmar ) ·,Myanmar M y a n m a r · · Mya yan anm nma mar ar  r     · ,sv,tr
701,( 1206-1207 ),,pl,en
702,Londres . En,Londres En Lon ond ndr dre res es  s     E  En ,gl,fr
703,"Nixon , H.R",Nixon N i x o n HR H R Nix ixo xon on  n     H  HR ,ca,ro
704,Surigao del Norte,Surigao del Norte Sur uri rig iga gao ao  o d  de del el  l N  No Nor ort rte ,ceb,gl
705,"lutego , 5",lutego l u t e g o lut ute teg ego go  o   ,pl,eu
706,| Malta |,Malta M a l t a  Ma Mal alt lta ta  ,de,fi
707,Antigua og Barbuda,Antigua og Barbuda Ant nti tig igu gua ua  a o  og og  g B  Ba Bar arb rbu bud uda ,nn,no
708,"NATO chief ,",NATO chief NAT ATO TO  O c  ch chi hie ief ef  ,da,it
709,( eques ),eques e q u e s  eq equ que ues es  ,de,ca
710,"máthēma ) ,",máthēma m á t h ē m a mát áth thē hēm ēma ma  a   ,vo,cs
711,A.P . Huxor,AP Huxor AP  P     H  Hu Hux uxo xor ,kk,ru
712,) · Kao,· Kao  ·  · K  Ka Kao ,ro,hr
713,Menschen russischer Herkunft zu Schutzbefohlenen Moskaus erklärt werden . Die,Menschen russischer Herkunft zu Schutzbefohlenen Moskaus erklärt werden Die Men ens nsc sch che hen en  n r  ru rus uss ssi sis isc sch che her er  r H  He Her erk rku kun unf nft ft  t z  zu zu  u S  Sc Sch chu hut utz tzb zbe bef efo foh ohl hle len ene nen en  n M  Mo Mos osk ska kau aus us  s e  er erk rkl klä lär ärt rt  t w  we wer erd rde den en  n     D  Di Die ,uk,de
714,", D.C :",DC D C  DC DC  ,en,fr
715,[ ɢoɾˈ ʔ,ɢoɾˈ ɢ o ɾ ˈ ʔ ʔ  ɢo ɢoɾ oɾˈ ɾˈ  ˈ ʔ ,es,pt
716,+4:51 • +5,• •  •  ,kk,pl
717,• Etiopie •,• • Etiopie E t i o p i e • • • E  Et Eti tio iop opi pie ie  e • ,cs,pl
718,"Богодар Которович ,",Богодар Б о г о д а р Которович К о т о р о в и ч Бог ого год ода дар ар  р К  Ко Кот ото тор оро ров ови вич ич  ,uk,ru
719,421 ) *,,it,en
720,skabe lyse og lette rum . ( ... ) Stolene,skabe lyse og lette rum Stolene ska kab abe be  e l  ly lys yse se  e o  og og  g l  le let ett tte te  e r  ru rum um  m                 S  St Sto tol ole len ene ,da,no
721,parole e le,parole e le par aro rol ole le  e e  e  e l  le ,it,fr
722,39 AM ),AM A M  AM AM  ,el,de
723,", p. 123–4",p p – –  p  p – ,ca,de
724,estanque escuro '',estanque escuro est sta tan anq nqu que ue  e e  es esc scu cur uro ro  ,gl,es
725,Ámsterdan en 1718,Ámsterdan Á m s t e r d a n en e n Áms mst ste ter erd rda dan an  n e  en en  ,gl,nl
726,June ) [ 7 ] 3 killed ( 24 June,June killed June Jun une ne  e                     k  ki kil ill lle led ed  d         J  Ju Jun une ,ar,en
727,Dictionary of Arts,Dictionary of Arts Dic ict cti tio ion ona nar ary ry  y o  of of  f A  Ar Art rts ,be,en
728,Pre,Pre Pre ,th,it
729,) ara (,ara  ar ara ra  ,eu,es
730,1956 ) ·,· ·   · ,vi,no
731,pp . 219-220,pp p p pp  p   ,es,ro
732,de reprendre l'antic,de reprendre lantic de  e r  re rep epr pre ren end ndr dre re  e l  la lan ant nti tic ,ca,fr
733,He married Isabelle,He married Isabelle He  e m  ma mar arr rri rie ied ed  d I  Is Isa sab abe bel ell lle ,ar,en
734,M'hedhbi ( 1971-1972,Mhedhbi M h e d h b i Mhe hed edh dhb hbi bi  i   ,fr,da
735,В . 4096 . — Т . 181 . —,В В — — Т Т — — В             —  —  — Т  Т  Т             — ,hy,ru
736,dan tempatan di,dan tempatan di dan an  n t  te tem emp mpa pat ata tan an  n d  di ,ms,id
737,of Character '',of Character of  f C  Ch Cha har ara rac act cte ter er  ,tr,en
738,"2,38 2,39 Sister",Sister   S  Si Sis ist ste ter ,az,de
739,Solomon Islands ·,Solomon Islands · Sol olo lom omo mon on  n I  Is Isl sla lan and nds ds  s · ,hi,en
740,dictu .,dictu d i c t u dic ict ctu tu  ,la,lorem
741,"postao popularan romanom Alkemičar , duhovnom potragom pastira Santiaga ,",postao popularan romanom Alkemičar duhovnom potragom pastira Santiaga pos ost sta tao ao  o p  po pop opu pul ula lar ara ran an  n r  ro rom oma man ano nom om  m A  Al Alk lke kem emi mič iča čar ar  r     d  du duh uho hov ovn vno nom om  m p  po pot otr tra rag ago gom om  m p  pa pas ast sti tir ira ra  a S  Sa San ant nti tia iag aga ga  ,hr,sh
742,bahasa Melayu-Polinesia di bawah keluarga bahasa Austronesia yang telah digunakan,bahasa MelayuPolinesia di bawah keluarga bahasa Austronesia yang telah digunakan bah aha has asa sa  a M  Me Mel ela lay ayu yuP uPo Pol oli lin ine nes esi sia ia  a d  di di  i b  ba baw awa wah ah  h k  ke kel elu lua uar arg rga ga  a b  ba bah aha has asa sa  a A  Au Aus ust str tro ron one nes esi sia ia  a y  ya yan ang ng  g t  te tel ela lah ah  h d  di dig igu gun una nak aka kan ,ms,id
743,· Urbana · Wheaton · Waukegan · ·,· Urbana · Wheaton · Waukegan · · · U  Ur Urb rba ban ana na  a ·  ·  · W  Wh Whe hea eat ato ton on  n ·  ·  · W  Wa Wau auk uke keg ega gan an  n ·  ·  · · ,ro,id
744,"alternative , a",alternative a l t e r n a t i v e a a alt lte ter ern rna nat ati tiv ive ve  e     a ,en,sv
745,"5,17 5,18 5,19",,el,en
746,godine u Princetonu,godine u Princetonu god odi din ine ne  e u  u  u P  Pr Pri rin inc nce cet eto ton onu ,hr,sh
747,· 1986 ·,· · · · ·     · ,nl,no
748,1343–1376 ) •,– – • • –     • ,ms,pl
749,Meto • Wae Rana • Wanukaka • Wejewa • Wersing,Meto M e t o • • Wae W a e Rana R a n a • • Wanukaka W a n u k a k a • • Wejewa W e j e w a • • Wersing W e r s i n g Met eto to  o •  •  • W  Wa Wae ae  e R  Ra Ran ana na  a •  •  • W  Wa Wan anu nuk uka kak aka ka  a •  •  • W  We Wej eje jew ewa wa  a •  •  • W  We Wer ers rsi sin ing ,id,pl
750,"245,000 viewers during",viewers v i e w e r s during d u r i n g  vi vie iew ewe wer ers rs  s d  du dur uri rin ing ,en,nl
751,stad ) ·,stad s t a d · · sta tad ad  d     · ,sv,nl
752,Lunar X Prize,Lunar L u n a r X X Prize P r i z e Lun una nar ar  r X  X  X P  Pr Pri riz ize ,hi,ca
753,] ) este,este   e  es est ste ,ro,es
754,GNU . Ova,GNU Ova GNU NU  U     O  Ov Ova ,sh,hr
755,", l'encyclopédie Wikipédia",lencyclopédie l e n c y c l o p é d i e Wikipédia W i k i p é d i a  le len enc ncy cyc ycl clo lop opé péd édi die ie  e W  Wi Wik iki kip ipé péd édi dia ,fr,nl
756,skylden for økonomiske,skylden s k y l d e n for f o r økonomiske ø k o n o m i s k e sky kyl yld lde den en  n f  fo for or  r ø  øk øko kon ono nom omi mis isk ske ,no,da
757,sa=X & oi=book_result,saX s a X oibookresult o i b o o k r e s u l t saX aX  X     o  oi oib ibo boo ook okr kre res esu sul ult ,sh,sv
758,| Drvar | Doboj | Doboj Istok | Doboj Jug,Drvar Doboj Doboj Istok Doboj Jug  Dr Drv rva var ar  r     D  Do Dob obo boj oj  j     D  Do Dob obo boj oj  j I  Is Ist sto tok ok  k     D  Do Dob obo boj oj  j J  Ju Jug ,pt,hr
759,) . De,De D e   D  De ,no,fr
760,", Southern Gaul",Southern Gaul  So Sou out uth the her ern rn  n G  Ga Gau aul ,pt,en
761,Œœ • Øø • Ǿǿ • Ǒǒ • Ȍȍ •,Œœ Œ œ • • Øø Ø ø • • Ǿǿ Ǿ ǿ • • Ǒǒ Ǒ ǒ • • Ȍȍ Ȍ ȍ • • Œœ  œ •  •  • Ø  Øø Øø  ø •  •  • Ǿ  Ǿǿ Ǿǿ  ǿ •  •  • Ǒ  Ǒǒ Ǒǒ  ǒ •  •  • Ȍ  Ȍȍ Ȍȍ  ȍ • ,eo,da
762,", som kan",som s o m kan k a n  so som om  m k  ka kan ,da,sv
763,. 155 -,,nl,en
764,Tahap hubungan ke,Tahap hubungan ke Tah aha hap ap  p h  hu hub ubu bun ung nga gan an  n k  ke ,ms,id
765,april 1940 ),april apr pri ril il  l   ,nl,de
766,Jersey | New,Jersey J e r s e y New N e w Jer ers rse sey ey  y     N  Ne New ,vo,ro
767,comunist la putere,comunist la putere com omu mun uni nis ist st  t l  la la  a p  pu put ute ter ere ,ro,it
768,", алб .",алб а л б  ал алб лб  ,uk,bg
769,ˌ ɪ s,ˌ ˌ ɪ ɪ s s ˌ ɪ  ɪ  ɪ s ,vi,en
770,"front , en",front en fro ron ont nt  t     e  en ,ca,fr
771, :  Edward,Edward       E  Ed Edw dwa war ard ,th,en
772,"Urease , Co-F430",Urease CoF Ure rea eas ase se  e     C  Co CoF ,de,en
773,0 ) .,,ca,en
774,and History .,and History and nd  d H  Hi His ist sto tor ory ry  ,nn,en
775,( man kann,man kann  ma man an  n k  ka kan ann ,be,de
776,calculation is performed on the same or different sets of,calculation is performed on the same or different sets of cal alc lcu cul ula lat ati tio ion on  n i  is is  s p  pe per erf rfo for orm rme med ed  d o  on on  n t  th the he  e s  sa sam ame me  e o  or or  r d  di dif iff ffe fer ere ren ent nt  t s  se set ets ts  s o  of ,vi,en
777,", un magazin",un magazin  un un  n m  ma mag aga gaz azi zin ,ro,it
778,"Gallen , Switzerland",Gallen Switzerland Gal all lle len en  n     S  Sw Swi wit itz tze zer erl rla lan and ,ms,en
779,"London , a",London L o n d o n a a Lon ond ndo don on  n     a ,en,no
780,1811 1816 1822,,eo,en
781,) 2 .,,uk,en
782,: Guidelines for Defining the Legal Health Record for Disclosure,Guidelines for Defining the Legal Health Record for Disclosure  Gu Gui uid ide del eli lin ine nes es  s f  fo for or  r D  De Def efi fin ini nin ing ng  g t  th the he  e L  Le Leg ega gal al  l H  He Hea eal alt lth th  h R  Re Rec eco cor ord rd  d f  fo for or  r D  Di Dis isc scl clo los osu sur ure ,sh,en
783,p. 19 ;,p p p   ,ro,de
784,) . ``,,id,en
785,", 42.047 in",in   i  in ,it,en
786,ends of the,ends of the end nds ds  s o  of of  f t  th the ,it,en
787,ser vista da,ser vista da ser er  r v  vi vis ist sta ta  a d  da ,pt,it
788,Apocalyptic Prophet of,Apocalyptic Prophet of Apo poc oca cal aly lyp ypt pti tic ic  c P  Pr Pro rop oph phe het et  t o  of ,sr,en
789,este papa (,este e s t e papa p a p a est ste te  e p  pa pap apa pa  ,es,ro
790,Ody i jej,Ody O d y i i jej j e j Ody dy  y i  i  i j  je jej ,pl,cs
791,", dein ,",dein  de dei ein in  ,be,nn
792,57 ] Nesse,Nesse   N  Ne Nes ess sse ,pt,de
793,kontinuiranu vizualnu okolinu,kontinuiranu vizualnu okolinu kon ont nti tin inu nui uir ira ran anu nu  u v  vi viz izu zua ual aln lnu nu  u o  ok oko kol oli lin inu ,hr,sh
794,"that such guerrillas were francs tireurs who , upon capture",that such guerrillas were francs tireurs who upon capture tha hat at  t s  su suc uch ch  h g  gu gue uer err rri ril ill lla las as  s w  we wer ere re  e f  fr fra ran anc ncs cs  s t  ti tir ire reu eur urs rs  s w  wh who ho  o     u  up upo pon on  n c  ca cap apt ptu tur ure ,sv,en
795,64 ] [,,hu,en
796,Radovan Karadžić (,Radovan Karadžić Rad ado dov ova van an  n K  Ka Kar ara rad adž dži žić ić  ,pt,hr
797,25 km 2,km k m  km km  ,fr,cs
798,152–153 ; D'Albas,– DAlbas –     D  DA DAl Alb lba bas ,ro,it
799,May 2014 .,May May ay  y   ,war,en
800,era o idioma,era o idioma era ra  a o  o  o i  id idi dio iom oma ,gl,pt
801,"Richard Neville ,",Richard Neville Ric ich cha har ard rd  d N  Ne Nev evi vil ill lle le  ,ms,fr
802,", что только",что ч т о только т о л ь к о  чт что то  о т  то тол оль льк ько ,hy,ru
803,20 km ),km k m  km km  ,sr,cs
804,"3,173 e.g . legitur :",eg e g legitur l e g i t u r  eg eg  g     l  le leg egi git itu tur ur  ,la,eu
805,"Rock , Pop",Rock R o c k Pop P o p Roc ock ck  k     P  Po Pop ,de,fr
806,Барселона ( 1,Барселона Б а р с е л о н а Бар арс рсе сел ело лон она на  а   ,uk,sr
807,"Ages , 768–1487 '' . The Cambridge Illustrated Atlas of",Ages – The Cambridge Illustrated Atlas of Age ges es  s     –  –  –         T  Th The he  e C  Ca Cam amb mbr bri rid idg dge ge  e I  Il Ill llu lus ust str tra rat ate ted ed  d A  At Atl tla las as  s o  of ,pt,en
808,( 1825 –1855,– –   – ,hy,de
809,( 1971 ),,bg,en
810,bares de copas,bares b a r e s de d e copas c o p a s bar are res es  s d  de de  e c  co cop opa pas ,es,ca
811,· Намибия ·,· · Намибия Н а м и б и я · · · Н  На Нам ами миб иби бия ия  я · ,ru,bg
812,1784 1790 1802,,eo,en
813,i nagradno odsustvo,i nagradno odsustvo i n  na nag agr gra rad adn dno no  o o  od ods dsu sus ust stv tvo ,sh,hr
814,. Auñamendi edo,Auñamendi edo  Au Auñ uña ñam ame men end ndi di  i e  ed edo ,eu,it
815,. — СПб,— — СПб С П б  —  — С  СП СПб ,hy,uk
816,areal på 51,areal a r e a l på p å are rea eal al  l p  på på  ,no,da
817,", 1961 .",,hr,en
818,n° YT 1366,n° n ° YT Y T n°  ° Y  YT YT  ,fr,es
819,", Ceneviz ve",Ceneviz C e n e v i z ve v e  Ce Cen ene nev evi viz iz  z v  ve ,tr,sh
820,Clipperton ) .,Clipperton Cli lip ipp ppe per ert rto ton on  n   ,fr,en
821,6 ) :,,ro,en
822,: Making Your,Making M a k i n g Your Y o u r  Ma Mak aki kin ing ng  g Y  Yo You our ,ur,tr
823,"Calvino , Arturo",Calvino Arturo Cal alv lvi vin ino no  o     A  Ar Art rtu tur uro ,it,eo
824,"i Salvador ,",i Salvador i S  Sa Sal alv lva vad ado dor or  ,ca,no
825,( JPL ),JPL J P L  JP JPL PL  ,hr,eo
826,( 1957 ),,uk,en
827,d ' Edison,d Edison d     E  Ed Edi dis iso son ,ca,fr
828,^ Cod .,Cod C o d  Co Cod od  ,it,hr
